id_pedido;fecha_despacho;dia_semana_despacho;provincia_destino;categoria_producto;peso_paquete_kg;volumen_paquete_cm3;proveedor_logistico;distancia_km;clima_despacho;es_vispera_feriado;tipo_envio;intentos_previos;etiqueta_fragil;entrega_demorada;codigo_postal_dest;valor_declarado_ars
5768;26/11/2023;domingo;Santa Fe;Bazar;4837;527150;Andreani;267;Despejado;No;Express;1;No;0;N/A;121735
5769;7/9/2023;jueves;Buenos Aires;Bazar;3946;981800;Correo Argentino;2449;Despejado;No;Same-Day;2;Sí;0;B7084AAA;ARS 149246
5770;23/8/2023;miércoles;Córdoba;Muebles;202;520980;Andreani;1198;Tormenta;No;Same-Day;0;No;0;B3406AAA;$ 3.812
5771;23/12/2023;sábado;Tucumán;Electrónica;1472;612940;Transporte Propio;540;Despejado;No;Same-Day;2;No;0;B2157AAA;83420
5772;2/8/2023;miércoles;Tucumán;Indumentaria;1394;990280;Transporte Propio;1611;Despejado;No;Same-Day;0;Sí;0;B2927AAA;ARS 149293
5773;23/8/2023;miércoles;Córdoba;Indumentaria;3204;958240;Transporte Propio;107;Despejado;No;Express;0;Sí;0;N/A;ARS 14553
5774;29/10/2023;domingo;Córdoba;Indumentaria;4487;245480;Correo Argentino;1114;Despejado;No;Normal;2;Sí;1;N/A;130063
5775;5/7/2023;miércoles;Neuquén;Bazar;3657;896740;Oca;323;Despejado;No;Same-Day;0;Sí;0;B5443AAA;$ 142.211
5776;20/8/2023;domingo;Tucumán;Bazar;2165;541540;Transporte Propio;1343;Tormenta;No;Express;2;No;0;B8845AAA;ARS 24117
5777;6/6/2023;martes;Salta;Indumentaria;4638;808740;Transporte Propio;1681;Despejado;No;Same-Day;2;Sí;0;B2679AAA;75173
5778;3/3/2023;viernes;Salta;Muebles;499;396660;Andreani;1913;Tormenta;No;Same-Day;0;No;1;B4200AAA;$ 69.846
5779;21/10/2023;sábado;Salta;Juguetes;1836;756550;Transporte Propio;235;Despejado;No;Express;2;No;0;B7894AAA;$ 136.279
5780;6/11/2023;lunes;CABA;Muebles;4029;265700;Oca;830;Despejado;No;Express;3;No;0;B8241AAA;$ 32.293
5781;15/8/2023;martes;Salta;Electrónica;986;32530;Andreani;470;Lluvia;No;Normal;2;No;1;B6502AAA;48620
5782;8/8/2023;martes;Mendoza;Electrónica;447;609320;Oca;665;Despejado;No;Normal;0;Sí;0;B9718AAA;24297
5783;25/1/2023;miércoles;CABA;Bazar;3148;159940;Transporte Propio;1138;Despejado;No;Express;3;No;0;B8509AAA;140710
5784;4/4/2023;martes;Córdoba;Juguetes;1418;328930;Correo Argentino;1593;Despejado;No;Normal;2;Sí;0;B4217AAA;21560
5785;18/8/2023;viernes;Tucumán;Indumentaria;320;978810;Correo Argentino;276;Despejado;No;Normal;1;No;0;B9076AAA;5098
5786;12/6/2023;lunes;Mendoza;Muebles;2374;729060;Andreani;410;Tormenta;No;Express;3;No;0;123;65305
5787;22/7/2023;sábado;Córdoba;Electrónica;2311;110270;Transporte Propio;1530;Despejado;No;Same-Day;0;Sí;1;B6411AAA;139890
5788;13/9/2023;miércoles;Buenos Aires;Juguetes;309;294580;Transporte Propio;64;Despejado;No;Normal;0;No;0;B5256AAA;104412
5789;5/5/2023;viernes;Salta;Indumentaria;2426;504660;Oca;1219;Despejado;No;Express;0;No;1;123;126770
5790;20/12/2023;miércoles;Salta;Juguetes;119;844660;Transporte Propio;184;Despejado;No;Same-Day;2;No;0;B5023AAA;$ 147.593
5791;26/4/2023;miércoles;Buenos Aires;Electrónica;1722;545460;Transporte Propio;1239;Lluvia;No;Normal;1;Sí;0;B8953AAA;146621
5792;4/2/2023;sábado;Salta;Muebles;801;329500;Oca;202;Tormenta;No;Express;0;Sí;0;B3747AAA;48317
5793;18/2/2023;sábado;Mendoza;Electrónica;3113;83310;Oca;909;Despejado;No;Express;3;No;1;B19XX;133472
5794;29/12/2023;viernes;Córdoba;Juguetes;3009;472470;Transporte Propio;2258;Despejado;No;Normal;2;Sí;1;B1282AAA;126373
5795;11/8/2023;viernes;Mendoza;Indumentaria;986;766340;Transporte Propio;1015;Despejado;No;Normal;0;Sí;0;B5812AAA;$ 132.395
5796;27/8/2023;domingo;Mendoza;Juguetes;27;283190;Correo Argentino;2125;Despejado;No;Express;1;No;0;B3806AAA;105608
5797;27/4/2023;jueves;Córdoba;Indumentaria;681;257310;Transporte Propio;2340;Lluvia;No;Same-Day;0;Sí;1;B9865AAA;ARS 87997
5798;25/5/2023;jueves;Buenos Aires;Electrónica;301;862990;Transporte Propio;1271;Tormenta;No;Same-Day;2;Sí;1;B3921AAA;ARS 3571
5799;31/3/2023;viernes;Neuquén;Electrónica;3308;169250;Correo Argentino;456;Lluvia;No;Express;1;No;0;B3762AAA;ARS 29679
5800;7/9/2023;jueves;Salta;Juguetes;2274;144070;Transporte Propio;2417;Despejado;No;Normal;2;Sí;1;B9418AAA;$ 79.090
5801;28/6/2023;miércoles;CABA;Juguetes;3354;414790;Transporte Propio;1709;Despejado;No;Express;0;No;0;B9321AAA;114781
5802;29/10/2023;domingo;CABA;Indumentaria;4827;333860;Correo Argentino;407;Despejado;No;Express;3;No;0;N/A;19999
5803;8/4/2023;sábado;Santa Fe;Indumentaria;745;123030;Correo Argentino;586;Despejado;Sí;Normal;2;No;0;B4942AAA;$ 124.658
5804;1/2/2023;miércoles;Salta;Indumentaria;1016;404090;Oca;1708;Despejado;No;Normal;3;No;0;N/A;39891
5805;15/4/2023;sábado;Salta;Bazar;4419;240590;Transporte Propio;2221;Despejado;No;Normal;0;Sí;1;B9702AAA;$ 104.049
5806;3/9/2023;domingo;Salta;Juguetes;2597;486320;Oca;366;Lluvia;No;Express;2;Sí;0;B5150AAA;108181
5807;9/11/2023;jueves;Neuquén;Bazar;3891;792190;Andreani;589;Lluvia;Sí;Normal;2;Sí;0;N/A;42134
5808;6/2/2023;lunes;Neuquén;Juguetes;212;443430;Transporte Propio;209;Despejado;No;Same-Day;2;Sí;0;B4599AAA;65417
5809;22/4/2023;sábado;Salta;Muebles;3966;743630;Transporte Propio;192;Despejado;No;Normal;2;No;0;B19XX;$ 57.754
5810;22/5/2023;lunes;Tucumán;Indumentaria;3696;888970;Transporte Propio;1383;Despejado;No;Normal;2;No;0;B9473AAA;67677
5811;9/2/2023;jueves;Santa Fe;Electrónica;234;344020;Oca;1792;Despejado;No;Normal;1;Sí;0;B7460AAA;142664
5812;11/11/2023;sábado;Córdoba;Juguetes;3229;168740;Oca;1728;Despejado;No;Same-Day;1;No;0;B3797AAA;ARS 13622
5813;12/2/2023;domingo;Tucumán;Electrónica;4631;676420;Andreani;1282;Despejado;No;Express;1;No;1;B6655AAA;27513
5814;6/1/2023;viernes;Mendoza;Indumentaria;2808;217480;Oca;73;Despejado;No;Normal;2;No;0;B1075AAA;100829
5815;24/2/2023;viernes;Santa Fe;Muebles;64;610880;Oca;496;Despejado;No;Normal;0;Sí;0;B9851AAA;83245
5816;31/5/2023;miércoles;Santa Fe;Muebles;199;528810;Correo Argentino;202;Lluvia;No;Normal;0;No;0;B2510AAA;ARS 149669
5817;22/7/2023;sábado;Tucumán;Indumentaria;671;891800;Andreani;1817;Despejado;No;Same-Day;1;No;0;B6144AAA;$ 25.660
5818;7/10/2023;sábado;Mendoza;Electrónica;2991;585960;Oca;1695;Despejado;No;Same-Day;1;Sí;0;B5638AAA;93769
5819;8/6/2023;jueves;Neuquén;Muebles;1231;783230;Oca;979;Despejado;No;Same-Day;1;Sí;0;B19XX;$ 68.357
5820;16/1/2023;lunes;Tucumán;Indumentaria;20;728550;Oca;1728;Tormenta;No;Same-Day;1;No;0;B2824AAA;47161
5821;26/4/2023;miércoles;CABA;Juguetes;3007;314560;Transporte Propio;2037;Despejado;No;Normal;3;Sí;0;B7276AAA;ARS 85825
5822;8/5/2023;lunes;Salta;Bazar;4905;188310;Oca;2412;Despejado;No;Normal;3;Sí;1;B9602AAA;$ 109.319
5823;23/4/2023;domingo;Santa Fe;Indumentaria;3742;222940;Transporte Propio;1558;Despejado;No;Same-Day;3;No;1;B3194AAA;$ 46.535
5824;14/2/2023;martes;CABA;Indumentaria;3112;88190;Oca;443;Lluvia;No;Same-Day;1;No;0;B4874AAA;71699
5825;14/7/2023;viernes;Neuquén;Indumentaria;3016;892580;Transporte Propio;1635;Tormenta;No;Normal;1;No;0;B9362AAA;73324
5826;1/4/2023;sábado;Santa Fe;Electrónica;1494;907660;Correo Argentino;1286;Lluvia;No;Normal;1;Sí;0;N/A;72652
5827;8/8/2023;martes;CABA;Bazar;1717;896460;Correo Argentino;873;Despejado;No;Normal;2;Sí;0;B7732AAA;$ 133.338
5828;27/11/2023;lunes;Mendoza;Muebles;4749;446440;Transporte Propio;1395;Tormenta;No;Normal;3;No;0;B9142AAA;ARS 46874
5829;15/1/2023;domingo;Córdoba;Muebles;1511;394080;Transporte Propio;1664;Tormenta;No;Normal;0;Sí;0;123;ARS 46245
5830;24/6/2023;sábado;Santa Fe;Juguetes;2124;304720;Transporte Propio;1665;Despejado;No;Normal;2;Sí;1;B5354AAA;48070
5831;10/5/2023;miércoles;Buenos Aires;Muebles;325;932010;Andreani;279;Lluvia;No;Normal;0;No;0;N/A;146959
5832;7/8/2023;lunes;Tucumán;Muebles;3128;103880;Transporte Propio;600;Despejado;No;Express;2;Sí;0;B5430AAA;$ 116.976
5833;22/1/2023;domingo;Neuquén;Electrónica;3912;998510;Andreani;2396;Despejado;No;Same-Day;1;Sí;0;B8767AAA;$ 37.101
5834;29/4/2023;sábado;Mendoza;Indumentaria;628;53700;Andreani;1649;Lluvia;No;Normal;1;No;0;B1119AAA;ARS 137758
5835;23/2/2023;jueves;CABA;Juguetes;2551;738600;Correo Argentino;492;Lluvia;No;Express;3;No;0;B1266AAA;$ 92.100
5836;25/5/2023;jueves;Córdoba;Indumentaria;3792;753800;Oca;1246;Despejado;No;Normal;2;Sí;0;B6563AAA;$ 142.603
5837;26/6/2023;lunes;Santa Fe;Juguetes;2717;314780;Transporte Propio;993;Despejado;No;Normal;2;Sí;0;B19XX;$ 48.121
5838;21/11/2023;martes;Buenos Aires;Muebles;402;816770;Oca;617;Despejado;No;Normal;2;No;0;B9410AAA;52246
5839;15/9/2023;viernes;Córdoba;Indumentaria;2119;207380;Oca;1949;Despejado;No;Same-Day;1;No;0;B1845AAA;$ 12.580
5840;22/1/2023;domingo;Mendoza;Indumentaria;2583;715640;Transporte Propio;562;Despejado;Sí;Normal;0;Sí;1;B4624AAA;ARS 61365
5841;14/1/2023;sábado;Santa Fe;Juguetes;1405;728450;Correo Argentino;1123;Tormenta;No;Express;3;No;0;B7873AAA;$ 113.053
5842;19/7/2023;miércoles;Mendoza;Electrónica;203;129140;Oca;671;Despejado;Sí;Express;3;Sí;1;B2056AAA;$ 146.044
5843;24/2/2023;viernes;Neuquén;Indumentaria;2317;763450;Andreani;119;Lluvia;No;Normal;0;Sí;0;B6477AAA;7773
5844;1/2/2023;miércoles;CABA;Electrónica;2529;927920;Transporte Propio;1833;Lluvia;No;Normal;1;No;0;B1955AAA;ARS 38817
5845;7/11/2023;martes;Salta;Juguetes;2814;378190;Andreani;115;Lluvia;No;Same-Day;0;Sí;0;B8844AAA;$ 90.835
5846;9/10/2023;lunes;Tucumán;Muebles;2056;544350;Oca;892;Despejado;No;Express;1;No;0;B4457AAA;ARS 78570
5847;28/12/2023;jueves;Buenos Aires;Juguetes;4755;226130;Andreani;1369;Despejado;No;Same-Day;3;Sí;0;B7439AAA;ARS 48925
5848;1/12/2023;viernes;Buenos Aires;Electrónica;3222;666990;Transporte Propio;2171;Lluvia;Sí;Same-Day;3;No;1;B7139AAA;$ 38.629
5849;11/1/2023;miércoles;Salta;Bazar;3337;862520;Andreani;570;Despejado;No;Normal;2;No;0;B3385AAA;ARS 81000
5850;31/12/2023;domingo;Buenos Aires;Bazar;4033;862940;Andreani;716;Despejado;No;Same-Day;0;No;0;B8745AAA;$ 126.417
5851;14/6/2023;miércoles;Neuquén;Indumentaria;4702;240830;Oca;1150;Tormenta;Sí;Normal;1;Sí;0;B9113AAA;148618
5852;23/11/2023;jueves;Santa Fe;Electrónica;469;225430;Transporte Propio;1944;Despejado;No;Same-Day;0;Sí;0;B4839AAA;$ 64.243
5853;30/1/2023;lunes;Neuquén;Electrónica;4058;395200;Correo Argentino;2027;Lluvia;No;Normal;1;No;1;B5904AAA;ARS 130283
5854;29/1/2023;domingo;Santa Fe;Bazar;3919;685900;Andreani;2158;Lluvia;No;Normal;1;No;0;B5911AAA;ARS 48611
5855;19/3/2023;domingo;Tucumán;Electrónica;1478;793410;Transporte Propio;1619;Tormenta;No;Normal;0;No;0;B5869AAA;ARS 30700
5856;22/8/2023;martes;Mendoza;Indumentaria;1166;138430;Andreani;1579;Tormenta;No;Express;1;No;1;B2854AAA;65009
5857;11/4/2023;martes;Córdoba;Indumentaria;4127;890830;Correo Argentino;652;Lluvia;No;Normal;1;No;0;B2676AAA;66207
5858;14/11/2023;martes;Salta;Juguetes;1453;862300;Andreani;327;Despejado;Sí;Normal;2;Sí;0;B19XX;ARS 57820
5859;30/4/2023;domingo;Mendoza;Muebles;1283;312380;Correo Argentino;776;Lluvia;No;Normal;1;No;0;B5131AAA;ARS 124474
5860;1/4/2023;sábado;Córdoba;Muebles;658;398260;Transporte Propio;571;Despejado;No;Express;0;Sí;0;B9176AAA;136149
5861;27/12/2023;miércoles;CABA;Indumentaria;603;10260;Transporte Propio;2291;Despejado;No;Normal;0;No;1;B2988AAA;82438
5862;15/1/2023;domingo;Mendoza;Electrónica;479;27420;Correo Argentino;1704;Despejado;No;Express;1;No;1;B3226AAA;$ 60.952
5863;18/9/2023;lunes;Salta;Muebles;2999;542200;Oca;1668;Despejado;No;Same-Day;1;Sí;0;B8379AAA;86895
5864;25/1/2023;miércoles;Santa Fe;Muebles;4909;447740;Andreani;1397;Lluvia;No;Normal;1;Sí;0;B8555AAA;110818
5865;28/3/2023;martes;Salta;Electrónica;4223;749680;Transporte Propio;2201;Despejado;No;Normal;3;Sí;1;B2041AAA;ARS 96343
5866;19/7/2023;miércoles;Buenos Aires;Muebles;1079;254070;Transporte Propio;95;Tormenta;No;Same-Day;3;No;0;B2200AAA;$ 127.361
5867;10/7/2023;lunes;Neuquén;Juguetes;769;625480;Transporte Propio;1748;Despejado;No;Normal;0;No;0;B5803AAA;126109
5868;1/6/2023;jueves;Córdoba;Bazar;831;436850;Andreani;165;Lluvia;No;Express;0;Sí;0;B5380AAA;140230
5869;20/7/2023;jueves;Neuquén;Muebles;2097;999630;Transporte Propio;1411;Despejado;No;Express;3;Sí;1;N/A;12208
5870;29/6/2023;jueves;Córdoba;Muebles;29;985320;Andreani;271;Despejado;No;Express;3;Sí;0;B7888AAA;ARS 80519
5871;18/3/2023;sábado;Buenos Aires;Juguetes;4891;50580;Andreani;1461;Despejado;No;Express;2;Sí;0;B6286AAA;$ 91.373
5872;21/8/2023;lunes;Córdoba;Juguetes;3564;159320;Correo Argentino;1527;Despejado;No;Same-Day;2;Sí;0;B3434AAA;$ 57.388
5873;24/2/2023;viernes;Salta;Electrónica;3932;850530;Transporte Propio;729;Lluvia;No;Normal;2;Sí;0;B3681AAA;ARS 35970
5874;26/6/2023;lunes;Neuquén;Muebles;4332;701320;Andreani;2078;Despejado;No;Same-Day;0;Sí;1;B8920AAA;ARS 94296
5875;10/8/2023;jueves;CABA;Electrónica;2933;297910;Andreani;1970;Despejado;No;Same-Day;3;No;1;B6220AAA;ARS 122151
5876;22/3/2023;miércoles;Santa Fe;Electrónica;3287;586290;Oca;763;Tormenta;No;Normal;1;Sí;0;N/A;45452
5877;24/5/2023;miércoles;Neuquén;Juguetes;4809;717320;Oca;1964;Despejado;Sí;Same-Day;3;No;0;B4245AAA;54941
5878;27/2/2023;lunes;Mendoza;Bazar;2832;623550;Correo Argentino;1400;Despejado;No;Normal;3;Sí;0;B7923AAA;$ 25.887
5879;23/12/2023;sábado;CABA;Juguetes;2272;12810;Transporte Propio;1610;Despejado;No;Express;2;No;0;B19XX;$ 97.502
5880;25/5/2023;jueves;Buenos Aires;Muebles;4769;668030;Transporte Propio;1084;Despejado;No;Express;2;Sí;0;B19XX;$ 133.370
5881;29/11/2023;miércoles;Neuquén;Electrónica;3812;814250;Transporte Propio;1294;Despejado;No;Normal;3;No;0;B8421AAA;79812
5882;12/8/2023;sábado;CABA;Juguetes;394;566780;Oca;1425;Tormenta;No;Same-Day;0;Sí;1;B7095AAA;$ 56.633
5883;21/3/2023;martes;Buenos Aires;Electrónica;58;853010;Transporte Propio;400;Despejado;No;Express;3;No;0;B4708AAA;$ 81.473
5884;26/7/2023;miércoles;Salta;Bazar;3877;240030;Correo Argentino;1153;Despejado;No;Express;1;No;0;B3143AAA;$ 127.964
5885;19/1/2023;jueves;Santa Fe;Juguetes;583;536830;Correo Argentino;1930;Despejado;Sí;Same-Day;1;No;1;B5775AAA;52895
5886;1/4/2023;sábado;Salta;Juguetes;2355;742980;Oca;1652;Lluvia;No;Same-Day;2;No;1;B6068AAA;149627
5887;3/2/2023;viernes;Córdoba;Juguetes;1377;727940;Oca;610;Despejado;No;Express;0;No;0;B3995AAA;$ 44.315
5888;9/6/2023;viernes;Tucumán;Juguetes;3386;880660;Correo Argentino;354;Lluvia;Sí;Normal;2;No;0;B3840AAA;$ 4.056
5889;4/12/2023;lunes;CABA;Bazar;2697;831100;Transporte Propio;923;Despejado;No;Express;1;Sí;0;B6947AAA;127300
5890;15/11/2023;miércoles;CABA;Electrónica;3024;893180;Transporte Propio;2159;Despejado;No;Express;0;No;0;N/A;$ 23.214
5891;16/10/2023;lunes;Santa Fe;Bazar;887;867020;Correo Argentino;559;Tormenta;Sí;Express;2;Sí;1;B1248AAA;ARS 2354
5892;4/8/2023;viernes;Tucumán;Electrónica;2004;80890;Transporte Propio;1396;Despejado;No;Same-Day;2;No;0;B3474AAA;99934
5893;15/5/2023;lunes;Salta;Electrónica;3697;186190;Correo Argentino;1155;Despejado;No;Same-Day;3;Sí;0;123;$ 43.326
5894;17/7/2023;lunes;Neuquén;Indumentaria;3467;620680;Andreani;2188;Lluvia;No;Express;2;Sí;0;B19XX;141049
5895;16/11/2023;jueves;Salta;Juguetes;2929;728090;Oca;2169;Despejado;No;Normal;2;No;0;B7745AAA;51841
5896;12/1/2023;jueves;Neuquén;Bazar;3432;445600;Correo Argentino;1164;Despejado;No;Same-Day;2;Sí;0;B4641AAA;ARS 40185
5897;10/9/2023;domingo;Salta;Indumentaria;2583;139910;Andreani;654;Despejado;No;Same-Day;0;No;0;B7727AAA;128388
5898;11/5/2023;jueves;Tucumán;Juguetes;1424;508910;Oca;246;Despejado;No;Express;2;No;0;B8206AAA;ARS 7600
5899;2/10/2023;lunes;CABA;Juguetes;3479;165790;Transporte Propio;86;Lluvia;No;Express;1;Sí;0;B6110AAA;77546
5900;2/1/2023;lunes;Salta;Electrónica;2852;985140;Correo Argentino;1270;Despejado;No;Normal;1;No;0;B7175AAA;125916
5901;20/9/2023;miércoles;CABA;Indumentaria;3709;612200;Oca;470;Despejado;No;Express;3;Sí;0;B2652AAA;ARS 38164
5902;9/8/2023;miércoles;Neuquén;Indumentaria;2734;50660;Transporte Propio;1432;Despejado;No;Express;0;No;0;B6993AAA;36104
5903;2/8/2023;miércoles;CABA;Indumentaria;878;232850;Andreani;1501;Despejado;Sí;Express;0;Sí;0;B3812AAA;ARS 148724
5904;6/10/2023;viernes;Neuquén;Bazar;2348;694840;Transporte Propio;649;Lluvia;No;Express;1;No;1;B2512AAA;ARS 77364
5905;12/12/2023;martes;Salta;Bazar;729;962960;Andreani;882;Despejado;No;Normal;1;No;0;B6060AAA;$ 15.547
5906;4/1/2023;miércoles;Neuquén;Indumentaria;291;218240;Oca;1017;Despejado;No;Express;3;Sí;0;B2543AAA;ARS 56007
5907;24/2/2023;viernes;Salta;Indumentaria;2221;806300;Andreani;1827;Despejado;No;Express;3;Sí;1;B2161AAA;ARS 107100
5908;1/9/2023;viernes;Mendoza;Muebles;234;811380;Andreani;2368;Despejado;No;Express;3;No;1;B19XX;$ 143.487
5909;2/4/2023;domingo;CABA;Indumentaria;57;272850;Oca;664;Tormenta;No;Express;1;Sí;0;B7171AAA;44135
5910;18/5/2023;jueves;Salta;Muebles;2595;174660;Correo Argentino;2481;Despejado;No;Normal;3;Sí;0;B9214AAA;$ 145.386
5911;7/4/2023;viernes;Tucumán;Juguetes;649;151120;Andreani;399;Lluvia;No;Normal;1;No;0;B9508AAA;$ 148.754
5912;10/8/2023;jueves;Buenos Aires;Juguetes;119;240130;Transporte Propio;1839;Despejado;No;Same-Day;1;Sí;0;B6091AAA;ARS 137175
5913;31/5/2023;miércoles;Buenos Aires;Bazar;4592;408540;Andreani;1973;Despejado;No;Normal;2;Sí;0;B1707AAA;33402
5914;18/1/2023;miércoles;Córdoba;Juguetes;3367;738500;Correo Argentino;218;Tormenta;Sí;Express;3;Sí;1;B7639AAA;74347
5915;1/8/2023;martes;Neuquén;Bazar;3003;152460;Oca;645;Despejado;No;Normal;3;No;0;B1187AAA;$ 82.007
5916;4/7/2023;martes;Córdoba;Bazar;1033;57870;Andreani;1695;Despejado;No;Express;0;No;0;N/A;115457
5917;25/7/2023;martes;Salta;Indumentaria;3154;135380;Correo Argentino;1877;Despejado;No;Express;2;No;0;B1915AAA;28015
5918;26/12/2023;martes;Buenos Aires;Indumentaria;4025;809030;Transporte Propio;2276;Despejado;Sí;Normal;0;Sí;0;B5527AAA;119629
5919;11/1/2023;miércoles;Tucumán;Electrónica;4113;352960;Andreani;1005;Despejado;No;Express;3;No;0;B9235AAA;1278
5920;16/12/2023;sábado;Buenos Aires;Juguetes;4337;580460;Oca;1358;Despejado;No;Express;1;Sí;1;B5215AAA;ARS 86540
5921;2/4/2023;domingo;Buenos Aires;Juguetes;17;273150;Transporte Propio;1014;Despejado;No;Normal;3;No;0;B6596AAA;$ 131.610
5922;12/3/2023;domingo;CABA;Electrónica;738;894720;Andreani;198;Despejado;No;Same-Day;2;No;0;B3219AAA;ARS 75177
5923;3/4/2023;lunes;Buenos Aires;Bazar;2869;957540;Andreani;1678;Despejado;No;Normal;0;Sí;0;B8724AAA;43442
5924;26/6/2023;lunes;Salta;Muebles;4863;110430;Transporte Propio;1353;Despejado;No;Express;1;No;0;B5577AAA;132247
5925;12/2/2023;domingo;Mendoza;Indumentaria;1279;836570;Andreani;183;Despejado;No;Same-Day;0;Sí;0;B3355AAA;$ 41.474
5926;9/10/2023;lunes;Salta;Indumentaria;1239;694760;Oca;2497;Tormenta;No;Express;0;No;1;B4931AAA;$ 51.761
5927;1/9/2023;viernes;Buenos Aires;Muebles;2591;976130;Oca;965;Despejado;No;Same-Day;0;Sí;0;B19XX;25938
5928;19/11/2023;domingo;Neuquén;Indumentaria;1855;892230;Transporte Propio;1151;Tormenta;No;Normal;2;Sí;0;B6619AAA;$ 118.966
5929;13/10/2023;viernes;Buenos Aires;Electrónica;2152;404690;Andreani;148;Despejado;Sí;Same-Day;2;Sí;1;B5086AAA;32997
5930;16/8/2023;miércoles;Tucumán;Indumentaria;4477;234350;Andreani;291;Tormenta;No;Express;0;No;0;B3013AAA;82455
5931;23/2/2023;jueves;Buenos Aires;Juguetes;3767;739110;Andreani;928;Lluvia;No;Normal;3;No;1;B3899AAA;$ 59.771
5932;11/6/2023;domingo;Salta;Electrónica;49;567790;Andreani;2127;Tormenta;No;Normal;1;Sí;1;B3742AAA;132061
5933;2/5/2023;martes;Buenos Aires;Electrónica;4731;232790;Correo Argentino;1747;Tormenta;No;Same-Day;1;No;1;B3779AAA;28250
5934;30/1/2023;lunes;Santa Fe;Juguetes;452;539240;Correo Argentino;1787;Despejado;No;Normal;0;Sí;0;B1921AAA;15100
5935;15/8/2023;martes;Neuquén;Indumentaria;2867;482850;Andreani;192;Lluvia;No;Express;3;Sí;0;B6353AAA;35654
5936;16/2/2023;jueves;Buenos Aires;Indumentaria;4963;202450;Oca;2251;Despejado;No;Normal;2;Sí;0;N/A;ARS 130402
5937;10/9/2023;domingo;Santa Fe;Muebles;4399;298910;Correo Argentino;31;Tormenta;No;Normal;1;No;0;B7893AAA;$ 42.767
5938;26/9/2023;martes;Buenos Aires;Juguetes;12;80030;Oca;1653;Despejado;No;Normal;3;No;0;B8536AAA;ARS 115831
5939;15/10/2023;domingo;Neuquén;Bazar;449;606540;Oca;1615;Despejado;No;Express;2;Sí;1;B1107AAA;58622
5940;25/10/2023;miércoles;CABA;Bazar;1516;142570;Oca;1233;Despejado;No;Normal;1;No;0;B4614AAA;29958
5941;14/11/2023;martes;CABA;Juguetes;3206;624990;Oca;2299;Despejado;No;Normal;1;Sí;0;B8175AAA;ARS 135638
5942;6/4/2023;jueves;Neuquén;Electrónica;629;798350;Andreani;1659;Lluvia;Sí;Same-Day;3;No;0;N/A;82685
5943;15/3/2023;miércoles;Salta;Bazar;3046;559170;Correo Argentino;249;Despejado;No;Express;1;No;0;B19XX;ARS 93284
5944;28/6/2023;miércoles;Córdoba;Juguetes;343;845010;Transporte Propio;821;Lluvia;No;Express;2;No;0;B9449AAA;10418
5945;14/9/2023;jueves;Buenos Aires;Electrónica;3791;274220;Correo Argentino;1527;Lluvia;Sí;Same-Day;3;No;1;B9478AAA;45949
5946;15/3/2023;miércoles;Salta;Muebles;3044;322690;Correo Argentino;467;Despejado;No;Same-Day;2;Sí;0;B7866AAA;$ 145.843
5947;17/4/2023;lunes;Mendoza;Electrónica;2473;407720;Correo Argentino;528;Despejado;No;Express;3;No;0;B5695AAA;$ 14.858
5948;22/12/2023;viernes;Córdoba;Bazar;3444;715850;Correo Argentino;487;Tormenta;No;Normal;2;No;0;B1148AAA;$ 115.938
5949;31/3/2023;viernes;Santa Fe;Juguetes;1007;477440;Andreani;1158;Despejado;No;Express;2;Sí;1;B4661AAA;12422
5950;30/10/2023;lunes;Salta;Bazar;2268;614410;Correo Argentino;770;Despejado;No;Express;2;Sí;0;B9459AAA;77440
5951;29/1/2023;domingo;Santa Fe;Juguetes;4495;862220;Oca;1612;Despejado;No;Express;2;Sí;1;B9285AAA;ARS 6737
5952;1/4/2023;sábado;Buenos Aires;Juguetes;2207;505440;Transporte Propio;163;Despejado;No;Normal;0;Sí;0;B3476AAA;22950
5953;14/5/2023;domingo;Mendoza;Juguetes;3726;236710;Oca;49;Lluvia;No;Express;2;No;1;B7038AAA;$ 30.042
5954;20/11/2023;lunes;Buenos Aires;Indumentaria;1424;630860;Correo Argentino;1008;Lluvia;No;Normal;0;Sí;0;B1820AAA;$ 55.303
5955;5/11/2023;domingo;Córdoba;Muebles;376;76970;Andreani;1393;Lluvia;No;Normal;0;No;0;B19XX;$ 108.520
5956;31/7/2023;lunes;Salta;Indumentaria;199;606100;Transporte Propio;1961;Tormenta;No;Normal;3;Sí;1;B5960AAA;$ 43.574
5957;8/6/2023;jueves;CABA;Indumentaria;229;157950;Correo Argentino;2305;Lluvia;No;Express;0;No;0;B9961AAA;98994
5958;1/8/2023;martes;Tucumán;Juguetes;2405;275780;Oca;473;Lluvia;No;Express;3;Sí;0;B9126AAA;ARS 142081
5959;2/11/2023;jueves;Córdoba;Electrónica;2561;7110;Transporte Propio;14;Tormenta;No;Same-Day;3;No;1;B8033AAA;74534
5960;18/5/2023;jueves;CABA;Muebles;2268;999930;Andreani;557;Despejado;No;Normal;0;Sí;0;B3328AAA;ARS 12384
5961;14/11/2023;martes;CABA;Electrónica;4143;336750;Andreani;841;Despejado;No;Same-Day;1;No;1;B9835AAA;ARS 103964
5962;20/6/2023;martes;Tucumán;Electrónica;214;375830;Transporte Propio;1640;Despejado;No;Same-Day;3;Sí;1;123;$ 115.617
